Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tipoff Winning Team,Tipoff Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon TeamTipoff Winner,Tipoff Loser,Tipoff Winner Scores
201401240CLE,https://www.basketball-reference.com/boxscores/pbp/201401240CLE.html,Cleveland Cavaliers,Milwaukee Bucks,CLE,MIL,A. Varejão,J. Henson,J. Henson,MIL,CLE,E. İlyasova,/players/i/ilyaser01.html,MIL,CLE,J. Henson,A. Varejão,1
201401240DET,https://www.basketball-reference.com/boxscores/pbp/201401240DET.html,Detroit Pistons,New Orleans Pelicans,DET,NOP,A. Drummond,A. Davis,G. Monroe,NOP,DET,B. Jennings,/players/j/jennibr01.html,NOP,DET,A. Davis,A. Drummond,1
201401240NYK,https://www.basketball-reference.com/boxscores/pbp/201401240NYK.html,New York Knicks,Charlotte Bobcats,NYK,CHA,A. Jefferson,T. Chandler,C. Anthony,CHA,NYK,R. Felton,/players/f/feltora01.html,CHA,NYK,T. Chandler,A. Jefferson,1
201401240CHI,https://www.basketball-reference.com/boxscores/pbp/201401240CHI.html,Chicago Bulls,Los Angeles Clippers,CHI,LAC,J. Noah,D. Jordan,J. Redick,LAC,CHI,D. Collison,/players/c/collida01.html,LAC,CHI,D. Jordan,J. Noah,1
201401240HOU,https://www.basketball-reference.com/boxscores/pbp/201401240HOU.html,Houston Rockets,Memphis Grizzlies,HOU,MEM,D. Howard,M. Gasol,C. Lee,MEM,HOU,M. Conley,/players/c/conlemi01.html,MEM,HOU,M. Gasol,D. Howard,1
201401240PHO,https://www.basketball-reference.com/boxscores/pbp/201401240PHO.html,Phoenix Suns,Washington Wizards,PHO,WAS,M. Plumlee,M. Gortat,C. Frye,WAS,PHO,J. Wall,/players/w/walljo01.html,WAS,PHO,M. Gortat,M. Plumlee,1
201401240SAC,https://www.basketball-reference.com/boxscores/pbp/201401240SAC.html,Sacramento Kings,Indiana Pacers,SAC,IND,R. Hibbert,A. Gray,J. Thompson,IND,SAC,M. Thornton,/players/t/thornma01.html,IND,SAC,A. Gray,R. Hibbert,1
201401240GSW,https://www.basketball-reference.com/boxscores/pbp/201401240GSW.html,Golden State Warriors,Minnesota Timberwolves,GSW,MIN,N. Peković,A. Bogut,N. Peković,MIN,GSW,R. Rubio,/players/r/rubiori01.html,MIN,GSW,A. Bogut,N. Peković,1
201401250CHA,https://www.basketball-reference.com/boxscores/pbp/201401250CHA.html,Charlotte Bobcats,Chicago Bulls,CHA,CHI,J. Noah,A. Jefferson,D. Augustin,CHI,CHA,D. Augustin,/players/a/augusdj01.html,CHI,CHA,A. Jefferson,J. Noah,1
201401250TOR,https://www.basketball-reference.com/boxscores/pbp/201401250TOR.html,Toronto Raptors,Los Angeles Clippers,TOR,LAC,J. Valančiūnas,D. Jordan,D. Jordan,LAC,TOR,D. Collison,/players/c/collida01.html,LAC,TOR,D. Jordan,J. Valančiūnas,1
201401250PHI,https://www.basketball-reference.com/boxscores/pbp/201401250PHI.html,Philadelphia 76ers,Oklahoma City Thunder,PHI,OKC,S. Ibaka,S. Hawes,S. Ibaka,OKC,PHI,K. Durant,/players/d/duranke01.html,OKC,PHI,S. Hawes,S. Ibaka,1
201401250MEM,https://www.basketball-reference.com/boxscores/pbp/201401250MEM.html,Memphis Grizzlies,Houston Rockets,MEM,HOU,D. Howard,M. Gasol,D. Howard,HOU,MEM,T. Jones,/players/j/joneste01.html,HOU,MEM,M. Gasol,D. Howard,1
201401250MIL,https://www.basketball-reference.com/boxscores/pbp/201401250MIL.html,Milwaukee Bucks,Atlanta Hawks,MIL,ATL,L. Sanders,P. Millsap,B. Knight,ATL,MIL,E. İlyasova,/players/i/ilyaser01.html,ATL,MIL,P. Millsap,L. Sanders,1
201401250DEN,https://www.basketball-reference.com/boxscores/pbp/201401250DEN.html,Denver Nuggets,Indiana Pacers,DEN,IND,J. Hickson,R. Hibbert,W. Chandler,IND,DEN,W. Chandler,/players/c/chandwi01.html,IND,DEN,R. Hibbert,J. Hickson,1
201401250UTA,https://www.basketball-reference.com/boxscores/pbp/201401250UTA.html,Utah Jazz,Washington Wizards,UTA,WAS,M. Gortat,D. Favors,T. Ariza,WAS,UTA,J. Wall,/players/w/walljo01.html,WAS,UTA,D. Favors,M. Gortat,1
201401250POR,https://www.basketball-reference.com/boxscores/pbp/201401250POR.html,Portland Trail Blazers,Minnesota Timberwolves,POR,MIN,N. Peković,R. Lopez,N. Batum,MIN,POR,N. Batum,/players/b/batumni01.html,MIN,POR,R. Lopez,N. Peković,1
201401260MIA,https://www.basketball-reference.com/boxscores/pbp/201401260MIA.html,Miami Heat,San Antonio Spurs,MIA,SAS,T. Duncan,C. Bosh,M. Chalmers,SAS,MIA,M. Chalmers,/players/c/chalmma01.html,SAS,MIA,C. Bosh,T. Duncan,1
201401260NYK,https://www.basketball-reference.com/boxscores/pbp/201401260NYK.html,New York Knicks,Los Angeles Lakers,NYK,LAL,P. Gasol,T. Chandler,P. Gasol,LAL,NYK,R. Kelly,/players/k/kellyry01.html,LAL,NYK,T. Chandler,P. Gasol,1
201401260CLE,https://www.basketball-reference.com/boxscores/pbp/201401260CLE.html,Cleveland Cavaliers,Phoenix Suns,CLE,PHO,A. Varejão,M. Plumlee,P. Tucker,PHO,CLE,G. Green,/players/g/greenge01.html,PHO,CLE,M. Plumlee,A. Varejão,1
201401260NOP,https://www.basketball-reference.com/boxscores/pbp/201401260NOP.html,New Orleans Pelicans,Orlando Magic,NOP,ORL,G. Davis,A. Davis,A. Afflalo,ORL,NOP,T. Harris,/players/h/harrito02.html,ORL,NOP,A. Davis,G. Davis,1
201401260BOS,https://www.basketball-reference.com/boxscores/pbp/201401260BOS.html,Boston Celtics,Brooklyn Nets,BOS,BRK,K. Garnett,B. Bass,G. Wallace,BRK,BOS,P. Pierce,/players/p/piercpa01.html,BRK,BOS,B. Bass,K. Garnett,1
201401260DAL,https://www.basketball-reference.com/boxscores/pbp/201401260DAL.html,Dallas Mavericks,Detroit Pistons,DAL,DET,A. Drummond,S. Dalembert,G. Monroe,DET,DAL,J. Calderón,/players/c/caldejo01.html,DET,DAL,S. Dalembert,A. Drummond,1
201401260GSW,https://www.basketball-reference.com/boxscores/pbp/201401260GSW.html,Golden State Warriors,Portland Trail Blazers,GSW,POR,R. Lopez,A. Bogut,D. Lillard,POR,GSW,S. Curry,/players/c/curryst01.html,POR,GSW,A. Bogut,R. Lopez,1
201401260SAC,https://www.basketball-reference.com/boxscores/pbp/201401260SAC.html,Sacramento Kings,Denver Nuggets,SAC,DEN,J. Hickson,A. Gray,A. Gray,DEN,SAC,R. Foye,/players/f/foyera01.html,DEN,SAC,A. Gray,J. Hickson,1
201401270PHI,https://www.basketball-reference.com/boxscores/pbp/201401270PHI.html,Philadelphia 76ers,Phoenix Suns,PHI,PHO,M. Plumlee,S. Hawes,P. Tucker,PHO,PHI,C. Frye,/players/f/fryech01.html,PHO,PHI,S. Hawes,M. Plumlee,1
201401270BRK,https://www.basketball-reference.com/boxscores/pbp/201401270BRK.html,Brooklyn Nets,Toronto Raptors,BRK,TOR,J. Valančiūnas,K. Garnett,T. Ross,TOR,BRK,A. Johnson,/players/j/johnsam01.html,TOR,BRK,K. Garnett,J. Valančiūnas,1
201401270CHI,https://www.basketball-reference.com/boxscores/pbp/201401270CHI.html,Chicago Bulls,Minnesota Timberwolves,CHI,MIN,N. Peković,T. Gibson,C. Boozer,MIN,CHI,C. Boozer,/players/b/boozeca01.html,MIN,CHI,T. Gibson,N. Peković,1
201401270MIL,https://www.basketball-reference.com/boxscores/pbp/201401270MIL.html,Milwaukee Bucks,Los Angeles Clippers,MIL,LAC,D. Jordan,J. Henson,B. Griffin,LAC,MIL,B. Griffin,/players/g/griffbl01.html,LAC,MIL,J. Henson,D. Jordan,1
201401270OKC,https://www.basketball-reference.com/boxscores/pbp/201401270OKC.html,Oklahoma City Thunder,Atlanta Hawks,OKC,ATL,P. Millsap,S. Ibaka,K. Perkins,ATL,OKC,T. Sefolosha,/players/s/sefolth01.html,ATL,OKC,S. Ibaka,P. Millsap,1
201401270UTA,https://www.basketball-reference.com/boxscores/pbp/201401270UTA.html,Utah Jazz,Sacramento Kings,UTA,SAC,J. Thompson,D. Favors,J. Thompson,SAC,UTA,T. Burke,/players/b/burketr01.html,SAC,UTA,D. Favors,J. Thompson,1
201401280CLE,https://www.basketball-reference.com/boxscores/pbp/201401280CLE.html,Cleveland Cavaliers,New Orleans Pelicans,CLE,NOP,T. Zeller,A. Davis,C. Miles,NOP,CLE,B. Roberts,/players/r/roberbr01.html,NOP,CLE,A. Davis,T. Zeller,1
201401280DET,https://www.basketball-reference.com/boxscores/pbp/201401280DET.html,Detroit Pistons,Orlando Magic,DET,ORL,J. Maxiell,A. Drummond,A. Drummond,ORL,DET,J. Smith,/players/s/smithjo03.html,ORL,DET,A. Drummond,J. Maxiell,1
201401280NYK,https://www.basketball-reference.com/boxscores/pbp/201401280NYK.html,New York Knicks,Boston Celtics,NYK,BOS,T. Chandler,B. Bass,I. Shumpert,BOS,NYK,C. Anthony,/players/a/anthoca01.html,BOS,NYK,B. Bass,T. Chandler,1
201401280HOU,https://www.basketball-reference.com/boxscores/pbp/201401280HOU.html,Houston Rockets,San Antonio Spurs,HOU,SAS,D. Howard,T. Duncan,T. Duncan,SAS,HOU,M. Belinelli,/players/b/belinma01.html,SAS,HOU,T. Duncan,D. Howard,1
201401280POR,https://www.basketball-reference.com/boxscores/pbp/201401280POR.html,Portland Trail Blazers,Memphis Grizzlies,POR,MEM,R. Lopez,M. Gasol,M. Conley,MEM,POR,M. Conley,/players/c/conlemi01.html,MEM,POR,M. Gasol,R. Lopez,1
201401280GSW,https://www.basketball-reference.com/boxscores/pbp/201401280GSW.html,Golden State Warriors,Washington Wizards,GSW,WAS,M. Gortat,A. Bogut,M. Gortat,WAS,GSW,N. Hilário,/players/h/hilarne01.html,WAS,GSW,A. Bogut,M. Gortat,1
201401280LAL,https://www.basketball-reference.com/boxscores/pbp/201401280LAL.html,Los Angeles Lakers,Indiana Pacers,LAL,IND,R. Hibbert,P. Gasol,D. West,IND,LAL,J. Meeks,/players/m/meeksjo01.html,IND,LAL,P. Gasol,R. Hibbert,1
201401290MIA,https://www.basketball-reference.com/boxscores/pbp/201401290MIA.html,Miami Heat,Oklahoma City Thunder,MIA,OKC,S. Ibaka,C. Bosh,S. Ibaka,OKC,MIA,T. Sefolosha,/players/s/sefolth01.html,OKC,MIA,C. Bosh,S. Ibaka,1
201401290TOR,https://www.basketball-reference.com/boxscores/pbp/201401290TOR.html,Toronto Raptors,Orlando Magic,TOR,ORL,N. Vučević,J. Valančiūnas,K. Lowry,ORL,TOR,K. Lowry,/players/l/lowryky01.html,ORL,TOR,J. Valančiūnas,N. Vučević,1
201401290BOS,https://www.basketball-reference.com/boxscores/pbp/201401290BOS.html,Boston Celtics,Philadelphia 76ers,BOS,PHI,S. Hawes,B. Bass,M. Carter-Williams,PHI,BOS,T. Young,/players/y/youngth01.html,PHI,BOS,B. Bass,S. Hawes,1
201401290MIL,https://www.basketball-reference.com/boxscores/pbp/201401290MIL.html,Milwaukee Bucks,Phoenix Suns,MIL,PHO,M. Plumlee,J. Henson,M. Plumlee,PHO,MIL,E. İlyasova,/players/i/ilyaser01.html,PHO,MIL,J. Henson,M. Plumlee,1
201401290MIN,https://www.basketball-reference.com/boxscores/pbp/201401290MIN.html,Minnesota Timberwolves,New Orleans Pelicans,MIN,NOP,R. Turiaf,A. Ajinça,K. Love,NOP,MIN,R. Rubio,/players/r/rubiori01.html,NOP,MIN,A. Ajinça,R. Turiaf,1
201401290DAL,https://www.basketball-reference.com/boxscores/pbp/201401290DAL.html,Dallas Mavericks,Houston Rockets,DAL,HOU,D. Howard,S. Dalembert,D. Nowitzki,HOU,DAL,J. Calderón,/players/c/caldejo01.html,HOU,DAL,S. Dalembert,D. Howard,1
201401290DEN,https://www.basketball-reference.com/boxscores/pbp/201401290DEN.html,Denver Nuggets,Charlotte Bobcats,DEN,CHA,A. Jefferson,J. Hickson,J. Hickson,CHA,DEN,N. Robinson,/players/r/robinna01.html,CHA,DEN,J. Hickson,A. Jefferson,1
201401290SAS,https://www.basketball-reference.com/boxscores/pbp/201401290SAS.html,San Antonio Spurs,Chicago Bulls,SAS,CHI,J. Noah,T. Duncan,C. Boozer,CHI,SAS,C. Boozer,/players/b/boozeca01.html,CHI,SAS,T. Duncan,J. Noah,1
201401290SAC,https://www.basketball-reference.com/boxscores/pbp/201401290SAC.html,Sacramento Kings,Memphis Grizzlies,SAC,MEM,A. Gray,M. Gasol,I. Thomas,MEM,SAC,M. Conley,/players/c/conlemi01.html,MEM,SAC,M. Gasol,A. Gray,1
201401290LAC,https://www.basketball-reference.com/boxscores/pbp/201401290LAC.html,Los Angeles Clippers,Washington Wizards,LAC,WAS,D. Jordan,M. Gortat,J. Redick,WAS,LAC,N. Hilário,/players/h/hilarne01.html,WAS,LAC,M. Gortat,D. Jordan,1
201401300IND,https://www.basketball-reference.com/boxscores/pbp/201401300IND.html,Indiana Pacers,Phoenix Suns,IND,PHO,M. Plumlee,R. Hibbert,D. West,PHO,IND,G. Hill,/players/h/hillge01.html,PHO,IND,R. Hibbert,M. Plumlee,1
201401300NYK,https://www.basketball-reference.com/boxscores/pbp/201401300NYK.html,New York Knicks,Cleveland Cavaliers,NYK,CLE,T. Zeller,T. Chandler,C. Anthony,CLE,NYK,R. Felton,/players/f/feltora01.html,CLE,NYK,T. Chandler,T. Zeller,1
201401300GSW,https://www.basketball-reference.com/boxscores/pbp/201401300GSW.html,Golden State Warriors,Los Angeles Clippers,GSW,LAC,,,,,,,,,,
201401310ORL,https://www.basketball-reference.com/boxscores/pbp/201401310ORL.html,Orlando Magic,Milwaukee Bucks,ORL,MIL,N. Vučević,L. Sanders,L. Sanders,MIL,ORL,J. Nelson,/players/n/nelsoja01.html,MIL,ORL,L. Sanders,N. Vučević,1
201401310PHI,https://www.basketball-reference.com/boxscores/pbp/201401310PHI.html,Philadelphia 76ers,Atlanta Hawks,PHI,ATL,P. Millsap,S. Hawes,T. Young,ATL,PHI,T. Young,/players/y/youngth01.html,ATL,PHI,S. Hawes,P. Millsap,1
201401310BRK,https://www.basketball-reference.com/boxscores/pbp/201401310BRK.html,Brooklyn Nets,Oklahoma City Thunder,BRK,OKC,S. Ibaka,K. Garnett,K. Durant,OKC,BRK,P. Pierce,/players/p/piercpa01.html,OKC,BRK,K. Garnett,S. Ibaka,1
201401310MIN,https://www.basketball-reference.com/boxscores/pbp/201401310MIN.html,Minnesota Timberwolves,Memphis Grizzlies,MIN,MEM,R. Turiaf,M. Gasol,C. Lee,MEM,MIN,M. Conley,/players/c/conlemi01.html,MEM,MIN,M. Gasol,R. Turiaf,1
201401310DAL,https://www.basketball-reference.com/boxscores/pbp/201401310DAL.html,Dallas Mavericks,Sacramento Kings,DAL,SAC,A. Gray,S. Dalembert,S. Dalembert,SAC,DAL,D. Nowitzki,/players/n/nowitdi01.html,SAC,DAL,S. Dalembert,A. Gray,1
201401310DEN,https://www.basketball-reference.com/boxscores/pbp/201401310DEN.html,Denver Nuggets,Toronto Raptors,DEN,TOR,J. Valančiūnas,J. Hickson,T. Ross,TOR,DEN,K. Faried,/players/f/farieke01.html,TOR,DEN,J. Hickson,J. Valančiūnas,1
201401310LAL,https://www.basketball-reference.com/boxscores/pbp/201401310LAL.html,Los Angeles Lakers,Charlotte Bobcats,LAL,CHA,A. Jefferson,P. Gasol,P. Gasol,CHA,LAL,K. Marshall,/players/m/marshke01.html,CHA,LAL,P. Gasol,A. Jefferson,1
201401310UTA,https://www.basketball-reference.com/boxscores/pbp/201401310UTA.html,Utah Jazz,Golden State Warriors,UTA,GSW,J. Evans,A. Bogut,J. Evans,GSW,UTA,E. Kanter,/players/k/kanteen01.html,GSW,UTA,A. Bogut,J. Evans,1
201402010WAS,https://www.basketball-reference.com/boxscores/pbp/201402010WAS.html,Washington Wizards,Oklahoma City Thunder,WAS,OKC,S. Ibaka,M. Gortat,S. Ibaka,OKC,WAS,K. Perkins,/players/p/perkike01.html,OKC,WAS,M. Gortat,S. Ibaka,1
201402010ATL,https://www.basketball-reference.com/boxscores/pbp/201402010ATL.html,Atlanta Hawks,Minnesota Timberwolves,ATL,MIN,R. Turiaf,P. Millsap,K. Love,MIN,ATL,K. Korver,/players/k/korveky01.html,MIN,ATL,P. Millsap,R. Turiaf,1
201402010DET,https://www.basketball-reference.com/boxscores/pbp/201402010DET.html,Detroit Pistons,Philadelphia 76ers,DET,PHI,S. Hawes,A. Drummond,E. Turner,PHI,DET,B. Jennings,/players/j/jennibr01.html,PHI,DET,A. Drummond,S. Hawes,1
201402010HOU,https://www.basketball-reference.com/boxscores/pbp/201402010HOU.html,Houston Rockets,Cleveland Cavaliers,HOU,CLE,T. Zeller,D. Howard,T. Jones,CLE,HOU,T. Jones,/players/j/joneste01.html,CLE,HOU,D. Howard,T. Zeller,1
201402010MEM,https://www.basketball-reference.com/boxscores/pbp/201402010MEM.html,Memphis Grizzlies,Milwaukee Bucks,MEM,MIL,L. Sanders,M. Gasol,E. İlyasova,MIL,MEM,C. Lee,/players/l/leeco01.html,MIL,MEM,M. Gasol,L. Sanders,1
201402010NOP,https://www.basketball-reference.com/boxscores/pbp/201402010NOP.html,New Orleans Pelicans,Chicago Bulls,NOP,CHI,J. Noah,A. Davis,E. Gordon,CHI,NOP,C. Boozer,/players/b/boozeca01.html,CHI,NOP,A. Davis,J. Noah,1
201402010NYK,https://www.basketball-reference.com/boxscores/pbp/201402010NYK.html,New York Knicks,Miami Heat,NYK,MIA,T. Chandler,C. Bosh,P. Prigioni,MIA,NYK,L. James,/players/j/jamesle01.html,MIA,NYK,C. Bosh,T. Chandler,1
201402010SAS,https://www.basketball-reference.com/boxscores/pbp/201402010SAS.html,San Antonio Spurs,Sacramento Kings,SAS,SAC,A. Gray,T. Duncan,R. Gay,SAC,SAS,T. Parker,/players/p/parketo01.html,SAC,SAS,T. Duncan,A. Gray,1
201402010PHO,https://www.basketball-reference.com/boxscores/pbp/201402010PHO.html,Phoenix Suns,Charlotte Bobcats,PHO,CHA,M. Plumlee,A. Jefferson,G. Henderson,CHA,PHO,J. McRoberts,/players/m/mcrobjo01.html,CHA,PHO,A. Jefferson,M. Plumlee,1
201402010POR,https://www.basketball-reference.com/boxscores/pbp/201402010POR.html,Portland Trail Blazers,Toronto Raptors,POR,TOR,J. Valančiūnas,R. Lopez,N. Batum,TOR,POR,L. Aldridge,/players/a/aldrila01.html,TOR,POR,R. Lopez,J. Valančiūnas,1
201402010LAC,https://www.basketball-reference.com/boxscores/pbp/201402010LAC.html,Los Angeles Clippers,Utah Jazz,LAC,UTA,E. Kanter,D. Jordan,M. Barnes,UTA,LAC,T. Burke,/players/b/burketr01.html,UTA,LAC,D. Jordan,E. Kanter,1
201402020BOS,https://www.basketball-reference.com/boxscores/pbp/201402020BOS.html,Boston Celtics,Orlando Magic,BOS,ORL,N. Vučević,B. Bass,B. Bass,ORL,BOS,R. Rondo,/players/r/rondora01.html,ORL,BOS,B. Bass,N. Vučević,1
201402030IND,https://www.basketball-reference.com/boxscores/pbp/201402030IND.html,Indiana Pacers,Orlando Magic,IND,ORL,N. Vučević,R. Hibbert,R. Hibbert,ORL,IND,L. Stephenson,/players/s/stephla01.html,ORL,IND,R. Hibbert,N. Vučević,1
201402030WAS,https://www.basketball-reference.com/boxscores/pbp/201402030WAS.html,Washington Wizards,Portland Trail Blazers,WAS,POR,R. Lopez,M. Gortat,R. Lopez,POR,WAS,J. Wall,/players/w/walljo01.html,POR,WAS,M. Gortat,R. Lopez,1
201402030BRK,https://www.basketball-reference.com/boxscores/pbp/201402030BRK.html,Brooklyn Nets,Philadelphia 76ers,BRK,PHI,S. Hawes,K. Garnett,A. Anderson,PHI,BRK,P. Pierce,/players/p/piercpa01.html,PHI,BRK,K. Garnett,S. Hawes,1
201402030MIA,https://www.basketball-reference.com/boxscores/pbp/201402030MIA.html,Miami Heat,Detroit Pistons,MIA,DET,A. Drummond,C. Bosh,D. Wade,DET,MIA,L. James,/players/j/jamesle01.html,DET,MIA,C. Bosh,A. Drummond,1
201402030MIL,https://www.basketball-reference.com/boxscores/pbp/201402030MIL.html,Milwaukee Bucks,New York Knicks,MIL,NYK,L. Sanders,T. Chandler,N. Wolters,NYK,MIL,B. Knight,/players/k/knighbr03.html,NYK,MIL,T. Chandler,L. Sanders,1
201402030NOP,https://www.basketball-reference.com/boxscores/pbp/201402030NOP.html,New Orleans Pelicans,San Antonio Spurs,NOP,SAS,,,,,,,,,,
201402030OKC,https://www.basketball-reference.com/boxscores/pbp/201402030OKC.html,Oklahoma City Thunder,Memphis Grizzlies,OKC,MEM,S. Ibaka,M. Gasol,C. Lee,MEM,OKC,K. Perkins,/players/p/perkike01.html,MEM,OKC,M. Gasol,S. Ibaka,1
201402030DAL,https://www.basketball-reference.com/boxscores/pbp/201402030DAL.html,Dallas Mavericks,Cleveland Cavaliers,DAL,CLE,T. Thompson,S. Dalembert,L. Deng,CLE,DAL,A. Varejão,/players/v/varejan01.html,CLE,DAL,S. Dalembert,T. Thompson,1
201402030DEN,https://www.basketball-reference.com/boxscores/pbp/201402030DEN.html,Denver Nuggets,Los Angeles Clippers,DEN,LAC,D. Jordan,J. Hickson,B. Griffin,LAC,DEN,D. Collison,/players/c/collida01.html,LAC,DEN,J. Hickson,D. Jordan,1
201402030UTA,https://www.basketball-reference.com/boxscores/pbp/201402030UTA.html,Utah Jazz,Toronto Raptors,UTA,TOR,J. Valančiūnas,E. Kanter,J. Valančiūnas,TOR,UTA,K. Lowry,/players/l/lowryky01.html,TOR,UTA,E. Kanter,J. Valančiūnas,1
201402030SAC,https://www.basketball-reference.com/boxscores/pbp/201402030SAC.html,Sacramento Kings,Chicago Bulls,SAC,CHI,J. Thompson,J. Noah,C. Boozer,CHI,SAC,C. Boozer,/players/b/boozeca01.html,CHI,SAC,J. Noah,J. Thompson,1
201402040ATL,https://www.basketball-reference.com/boxscores/pbp/201402040ATL.html,Atlanta Hawks,Indiana Pacers,ATL,IND,P. Millsap,R. Hibbert,G. Ayón,IND,ATL,G. Ayón,/players/a/ayongu01.html,IND,ATL,R. Hibbert,P. Millsap,1
201402040MIN,https://www.basketball-reference.com/boxscores/pbp/201402040MIN.html,Minnesota Timberwolves,Los Angeles Lakers,MIN,LAL,R. Turiaf,R. Sacre,K. Martin,LAL,MIN,S. Blake,/players/b/blakest01.html,LAL,MIN,R. Sacre,R. Turiaf,1
201402040PHO,https://www.basketball-reference.com/boxscores/pbp/201402040PHO.html,Phoenix Suns,Chicago Bulls,PHO,CHI,M. Plumlee,J. Noah,J. Noah,CHI,PHO,G. Green,/players/g/greenge01.html,CHI,PHO,J. Noah,M. Plumlee,1
201402040GSW,https://www.basketball-reference.com/boxscores/pbp/201402040GSW.html,Golden State Warriors,Charlotte Bobcats,GSW,CHA,A. Jefferson,A. Bogut,K. Thompson,CHA,GSW,S. Curry,/players/c/curryst01.html,CHA,GSW,A. Bogut,A. Jefferson,1
201402050CLE,https://www.basketball-reference.com/boxscores/pbp/201402050CLE.html,Cleveland Cavaliers,Los Angeles Lakers,CLE,LAL,T. Thompson,R. Sacre,R. Sacre,LAL,CLE,K. Irving,/players/i/irvinky01.html,LAL,CLE,R. Sacre,T. Thompson,1
201402050ORL,https://www.basketball-reference.com/boxscores/pbp/201402050ORL.html,Orlando Magic,Detroit Pistons,ORL,DET,N. Vučević,A. Drummond,A. Afflalo,DET,ORL,T. Harris,/players/h/harrito02.html,DET,ORL,A. Drummond,N. Vučević,1
201402050PHI,https://www.basketball-reference.com/boxscores/pbp/201402050PHI.html,Philadelphia 76ers,Boston Celtics,PHI,BOS,S. Hawes,B. Bass,J. Anderson,BOS,PHI,J. Sullinger,/players/s/sullija01.html,BOS,PHI,B. Bass,S. Hawes,1
201402050WAS,https://www.basketball-reference.com/boxscores/pbp/201402050WAS.html,Washington Wizards,San Antonio Spurs,WAS,SAS,M. Gortat,T. Duncan,M. Gortat,SAS,WAS,J. Wall,/players/w/walljo01.html,SAS,WAS,T. Duncan,M. Gortat,1
201402050HOU,https://www.basketball-reference.com/boxscores/pbp/201402050HOU.html,Houston Rockets,Phoenix Suns,HOU,PHO,M. Plumlee,D. Howard,J. Harden,PHO,HOU,T. Jones,/players/j/joneste01.html,PHO,HOU,D. Howard,M. Plumlee,1
201402050MEM,https://www.basketball-reference.com/boxscores/pbp/201402050MEM.html,Memphis Grizzlies,Dallas Mavericks,MEM,DAL,M. Gasol,S. Dalembert,Z. Randolph,DAL,MEM,D. Nowitzki,/players/n/nowitdi01.html,DAL,MEM,S. Dalembert,M. Gasol,1
201402050NOP,https://www.basketball-reference.com/boxscores/pbp/201402050NOP.html,New Orleans Pelicans,Atlanta Hawks,NOP,ATL,P. Millsap,A. Davis,P. Millsap,ATL,NOP,B. Roberts,/players/r/roberbr01.html,ATL,NOP,A. Davis,P. Millsap,1
201402050NYK,https://www.basketball-reference.com/boxscores/pbp/201402050NYK.html,New York Knicks,Portland Trail Blazers,NYK,POR,R. Lopez,T. Chandler,W. Matthews,POR,NYK,R. Felton,/players/f/feltora01.html,POR,NYK,T. Chandler,R. Lopez,1
201402050OKC,https://www.basketball-reference.com/boxscores/pbp/201402050OKC.html,Oklahoma City Thunder,Minnesota Timberwolves,OKC,MIN,R. Turiaf,S. Ibaka,R. Rubio,MIN,OKC,K. Perkins,/players/p/perkike01.html,MIN,OKC,S. Ibaka,R. Turiaf,1
201402050DEN,https://www.basketball-reference.com/boxscores/pbp/201402050DEN.html,Denver Nuggets,Milwaukee Bucks,DEN,MIL,L. Sanders,J. Hickson,B. Knight,MIL,DEN,T. Lawson,/players/l/lawsoty01.html,MIL,DEN,J. Hickson,L. Sanders,1
201402050SAC,https://www.basketball-reference.com/boxscores/pbp/201402050SAC.html,Sacramento Kings,Toronto Raptors,SAC,TOR,J. Valančiūnas,J. Thompson,J. Thompson,TOR,SAC,I. Thomas,/players/t/thomais02.html,TOR,SAC,J. Thompson,J. Valančiūnas,1
201402050LAC,https://www.basketball-reference.com/boxscores/pbp/201402050LAC.html,Los Angeles Clippers,Miami Heat,LAC,MIA,D. Jordan,C. Bosh,B. Griffin,MIA,LAC,M. Barnes,/players/b/barnema02.html,MIA,LAC,C. Bosh,D. Jordan,1
201402060BRK,https://www.basketball-reference.com/boxscores/pbp/201402060BRK.html,Brooklyn Nets,San Antonio Spurs,BRK,SAS,T. Splitter,K. Garnett,D. Green,SAS,BRK,S. Livingston,/players/l/livinsh01.html,SAS,BRK,K. Garnett,T. Splitter,1
201402060GSW,https://www.basketball-reference.com/boxscores/pbp/201402060GSW.html,Golden State Warriors,Chicago Bulls,GSW,CHI,J. O'Neal,J. Noah,M. Dunleavy,CHI,GSW,K. Hinrich,/players/h/hinriki01.html,CHI,GSW,J. Noah,J. O'Neal,1
201402070IND,https://www.basketball-reference.com/boxscores/pbp/201402070IND.html,Indiana Pacers,Portland Trail Blazers,IND,POR,R. Lopez,R. Hibbert,R. Lopez,POR,IND,L. Aldridge,/players/a/aldrila01.html,POR,IND,R. Hibbert,R. Lopez,1
201402070ORL,https://www.basketball-reference.com/boxscores/pbp/201402070ORL.html,Orlando Magic,Oklahoma City Thunder,ORL,OKC,N. Vučević,S. Ibaka,N. Vučević,OKC,ORL,K. Perkins,/players/p/perkike01.html,OKC,ORL,S. Ibaka,N. Vučević,1
